editorid,reviewerid
53f4caaedabfaeea6af80d03,5601a54745cedb3395e863b6
53f36eb5dabfae4b349b925e,5447fb61dabfae87b7dbac09
53f4339bdabfaeb1a7bd876d,53f438f9dabfaeee229c3cd1
5601b76645cedb3395e9f647,53f455fedabfaec22bb04640
542aa560dabfae646d57b951,53f437e4dabfaee43ec3dd6a
53f3ac55dabfae4b34aff588,5601b77245cedb3395e9f8f8
53f473a3dabfaedf436796f3,54408d4ddabfae805a6cf052
53f370efdabfae4b349c0b2b,5601767e45cedb3395e5b32a
53f43430dabfaec09f16834c,53f42f2bdabfaeb22f41f161
540935dedabfae8faa67511c,53f3b034dabfae4b34b17b78
56ae0ea8c35f4fa9054188b3,53f4cde6dabfaeed23f80e75
53f46a82dabfaee02ada5534,5445464bdabfae862da10b14
53f46204dabfaefedbb77da0,53f4ce0adabfaeedd077b60e
53f36012dabfae4b349822c5,53f64f8bdabfae0633f16e16
53f42dc5dabfaeb22f40d4cd,53f42e8bdabfaec09f123849
53f4363fdabfaee02acc93e5,53f47426dabfaeecd6a41af9
53f43a42dabfaec22baa5387,53f43679dabfaedd74da132f
53f3833ddabfae4b34a02ae3,53f42e69dabfaedce54d2dd2
53f43129dabfaee1c0a64854,53f48047dabfaec09f29ed85
53f455aedabfaee2a1d7173e,53f42fdbdabfaee02ac80076
53f3a8eedabfae4b34aeac2b,53f433d8dabfaee2a1ccd332
5433ead3dabfaebba582e02e,53f585cadabfaeaea9f8045b
53f42de6dabfaedd74d3d61f,53f45993dabfaedd74e3a67f
53f45e08dabfaee0d9c0f723,53f47878dabfaee4dc895497
53f46184dabfaee0d9c1bacc,53f47ec3dabfae9126cc4656
53f43737dabfaeecd69662c0,53f42d05dabfaeb22f402fb8
53f4d3acdabfaef203f81293,5602010045cedb3395eed6e4
5602148245cedb3395f0533e,542a76c2dabfae61d4981b47
53f43594dabfaee1c0a968cd,53f47541dabfaefedbba949d
540594badabfae8faa5e4c77,53f437ebdabfaeb1a7c021a0
53f450d1dabfaeecd69d5ea2,53f36238dabfae4b3498b6ff
53f44c84dabfaee43ec96310,542a8241dabfae646d56b9b5
53f37a1edabfae4b349df763,53f45f83dabfaefedbb6f70e
5405d158dabfae91d301095b,53f584cfdabfaead52f8045b
53f451efdabfaee1c0b1bb2f,53f447eadabfaeb22f4c6019
53f43376dabfaec09f15f8f8,53f44dcadabfaee1c0b0a747
53f43124dabfaedce54f5472,53f43584dabfaee1c0a96103
53f44875dabfaec09f1d14e9,53f4d4a0dabfaef34bf80a95
53f434bbdabfaee4dc7737ea,54055036dabfae8faa5c0b25
53f43a0bdabfaee43ec51b57,5601aee745cedb3395e921ec
54057608dabfae92b41d6e18,53f45a19dabfaee43ecca4a6
53f44e2fdabfaee4dc7f068d,53f7bafcdabfae938c6d5102
53f435a1dabfaedd74d9a52f,53f7dcdfdabfae9467dbb137
5447fea3dabfae87b7dbe4d0,56020ba545cedb3395efe6f3
53f437a3dabfaee1c0aa88c8,53f37cd3dabfae4b349e87aa
53f4335fdabfaee1c0a7ebfe,54058decdabfae44f081570f
53f42f61dabfaeb22f42180e,53f45a44dabfaeb22f50fb7b
53f430c5dabfaedce54f050e,53f463dcdabfaee43ececbf4
53f46b6fdabfaedf43659849,53f42baedabfaedd74d1cd30
5430ecfedabfae8f2911af83,53f45629dabfaee43ecbc060
53f4c9eddabfaee57677f26a,53f43724dabfaee1c0aa3f2b
56018a4c45cedb3395e6d1c6,53f430abdabfaedf43540377
53f642c4dabfaed4f40f3d0e,54410631dabfae7d84bd4772
53f4317ddabfaee02ac94d7c,53f79ed6dabfae9060ad3640
53f45f0bdabfaeb22f520471,53f45c8bdabfaee0d9c0a7d5
53f3823adabfae4b349fc951,5601f4ec45cedb3395ee59b5
53f436f6dabfaee0d9b69f45,5631d5ff45cedb3399f2fe85
5405bd97dabfae450f3ccc5d,53f42ff7dabfaeb2ac00a55e
53f49f8ddabfaedce562c5de,5405a7ecdabfae450f3c22a6
54095b97dabfae450f47ac93,54087c67dabfae450f41fada
53f808b3dabfae92b4102ca1,53f43316dabfaedf4355d903
5601eb6645cedb3395ede271,5601b7e845cedb3395ea131d
53f43a0bdabfaee2a1d084af,54852cc8dabfae9b40133454
53f4316fdabfaedce54f907d,53f458abdabfaee43ecc553c
53f7f122dabfae9060afb1a2,53f4393adabfaee0d9b7fd1a
53f4703edabfaee2a1dd5a40,5410a4f4dabfae44f08cb06d
53f42cdedabfaec09f10d493,53f42fb6dabfaeb1a7ba8d02
53f43b40dabfaee2a1d15cfd,53f43b1bdabfaee02acf88d0
53f465b9dabfaedd74e67203,53f43947dabfaec09f198b58
53f44751dabfaee0d9bb6d8b,53f444d3dabfaeecd69a674d
5433b527dabfaeb4c6ac85c8,5448ed2fdabfae87b7e96870
53f43034dabfaeb22f42bc50,53f49280dabfaeb15977b4ec
542a4c6fdabfae61d4966599,53f44c03dabfaee4dc7e81c8
5448aedadabfae87b7e62dca,53f7e068dabfae9060af329f
53f46700dabfaee2a1db12a0,54095ad2dabfae450f47a4c2
53f456f7dabfaee1c0b2fbe6,53f35affdabfae4b3496ef7e
5406f0a0dabfae450f3f8569,53f45860dabfaeecd69f29f7
5485de8cdabfaed7b5fa25cc,53f4524cdabfaee02ad49286
53f42b7adabfaec09f0f68a8,53f45763dabfaefedbb540cf
53f432c4dabfaec09f158248,53f4a526dabfaedce5633d12
53f44597dabfaee43ec7ac56,53f42b65dabfaeb2acfca9e2
53f432a0dabfaee0d9b3f555,53f3af3fdabfae4b34b118cb
5433b9afdabfaeb4c6ac97a1,53f42b58dabfaec09f0f4014
53f4d1ccdabfaeedd877f710,53f43430dabfaedd74d8b185
53f43acedabfaedd74dcae64,53f43809dabfaedce553e500
56017c8145cedb3395e62904,53f43b07dabfaee4dc7af4da
53f4548adabfaee4dc80a832,53f42b87dabfaeb22f3eb292
53f4a902dabfaeca6777b621,53f43bc6dabfaee43ec6353b
53f39d32dabfae4b34aa1f2a,53f4479fdabfaefedbb1928c
53f43507dabfaec22ba753bb,53f438ffdabfaeecd6977d20
53f42d93dabfaee02ac638d1,53f479bbdabfaee43ed40445
53f43823dabfaee4dc792dc5,53f45e9ddabfaee4dc8300ce
53f46db6dabfaeecd6a291dd,53f45054dabfaeee22a1d758
53f39557dabfae4b34a6e8f7,5601eeb045cedb3395ee105d
54408f4ddabfae7d84b81818,53f431dadabfaeb22f440e41
5602169245cedb3395f07c04,53f37bd2dabfae4b349e5114
53f439c7dabfaee2a1d05aec,53f4449bdabfaee4dc7c9f0b
56164d8345ce1e596392f411,53f4a973dabfaedce56396c4
53f42c59dabfaec09f105180,53f4356bdabfaec22ba78eef
53f42c4ddabfaedce54b4db7,53f43410dabfaeee229940a5
53f45becdabfaee2a1d886a9,562e551c45cedb33991a251f
5448ebd4dabfae87b7e95441,5429e99bdabfaec7081c9549
53f437b3dabfaee02acd634b,54893deedabfaed7b5fa3b3e
53f479f7dabfaedf4368da2a,53f4cb57dabfaeeb10f80b9b
53f4c911dabfaee57677e105,53f44f22dabfaedf435eecae
54094802dabfae8faa67c349,53f4331ddabfaedd74d7eac9
53f433c4dabfaeecd6945195,53f4380bdabfaee2a1cf5c91
53f43361dabfaedce551007a,53f43405dabfaeecd69481b9
53f439dbdabfaee0d9b84601,54059dd3dabfae8faa5e9d37
5405c731dabfae92b4200549,53f43101dabfaee0d9b2afec
53f42e66dabfaee4dc726bf5,5604d9c645cedb33964c50b5
53f435b4dabfaedf4357a1dd,53f43417dabfaee43ec19065
53f3addcdabfae4b34b08c65,53f43b32dabfaee43ec5eac7
56018ca645cedb3395e745de,53f4dad3dabfaef7e377b3f6
53f47b2adabfaec09f28e023,53f3676bdabfae4b3499ef84
53f42bffdabfaee02ac4bf31,53f47b44dabfaee4dc89dbc4
53f440bbdabfaec09f1b98fc,53f63598dabfaeeedd9bf148
5601fd3d45cedb3395eea92f,54882d4ddabfaed7b5fa35a9
53f42f61dabfaee2a1c95999,53f4d230dabfaef0f0f80d85
5601ebaf45cedb3395edeca5,53f4412bdabfaee4dc7c0f75
53f4535ddabfaee02ad4d4aa,53f44c6edabfaee0d9bcc386
53f43627dabfaee43ec2e391,53f43b33dabfaee2a1d151e6
53f43523dabfaee0d9b5a67f,53f45aa4dabfaedce55c0837
53f4d581dabfaeedd078311c,53f439b0dabfaeb22f48fd01
53f4390ddabfaedd74db9e41,53f446e7dabfaec09f1cb27a
53f42c88dabfaedce54b8940,53f42f3ddabfaee43ebdcfc1
53f45902dabfaeb22f50b264,53f437e9dabfaee43ec3e0ed
53f43534dabfaec22ba77117,53f42952dabfaeb1a7b6290b
53f439a6dabfaedf4359dd02,53f4460bdabfaec09f1c7e82
53f37cb7dabfae4b349e81b8,54353ec2dabfaebba58b9658
53f44a4bdabfaee02ad28d2c,53f429f0dabfaeb2acfb96e7
53f451ffdabfaee1c0b1bec8,53f43528dabfaedd74d96075
53f452badabfaedd74e1f72a,5601b7ef45cedb3395ea1515
53f454c6dabfaeee22a2e40b,53f42da1dabfaec22ba1b288
53f49c9ddabfaedd74eb629e,53f4428edabfaefedbb0824d
53f44e8fdabfaefedbb334ad,53f45232dabfaedd74e1d753
542abb25dabfae2b4e1384cf,53f437f9dabfaeb22f47ff65
53f5a9efdabfae1c99f80476,54485842dabfae87b7e0e697
53f4a2d2dabfaedce5630d4a,53f4cb75dabfaee57a7811fc
5405a561dabfae450f3c1087,53f4343fdabfaee02acb5504
5485cffadabfae8a11fb2c34,53f4261edabfaeb2acfa6895
53f44688dabfaee43ec7e598,53f435f5dabfaeb22f46dca1
53f43090dabfaee2a1ca5122,53f42b96dabfaedd74d1aeb7
53f46952dabfaeee22a5eb0f,53f46bcddabfaedd74e7f7ee
53f63b84dabfae597f3fa719,53f4747edabfaee02adcc756
53f48720dabfaec09f2ac25f,53f43030dabfaedf43539e40
53f47172dabfaedd74e9527c,53f47dfadabfaee4dc8a7cad
562d5c7845cedb3398dd6fba,548a4568dabfae8a11fb4921
53f46db9dabfaee4dc86b561,53f46f65dabfaedd74e8d567
53f801a7dabfae92b40fefda,53f7a4f8dabfae90ec10fea2
5408b299dabfae44f087dd88,53f45153dabfaee02ad4559d
53f42ad8dabfaec09f0e9d56,53f42e57dabfaedd74d43316
53f450c3dabfaedd74e17af2,53f42c2edabfaeb2acfd83ca
53f4309fdabfaee1c0a5d399,53f456a4dabfaee4dc812c67
53f4378edabfaeee229b5693,5433c163dabfaebba58235d2
53f431f4dabfaec09f14e3aa,53f463e0dabfaee02ad8a355
560187cb45cedb3395e6afc0,53f42c22dabfaeb2acfd77b6
53f45175dabfaee02ad45ea3,53f44a0ddabfaee43ec8c4fc
53f4cf66dabfaeeee5f80833,53f43004dabfaee4dc73a2a1
53f47054dabfaee02adbbac1,54330f38dabfaeb4c6aa7a1a
53f4c8dedabfaee57d77da6d,53f47320dabfaeee22a82e08
56018f2e45cedb3395e7927f,542cba46dabfae4b91c228bc
540917b7dabfae450f45ffcc,53f45c3bdabfaee02ad6e300
53f43809dabfaeb1a7c033c3,53f42bccdabfaeb2acfd1b78
53f817c8dabfae938c6ff2c0,53f44b7edabfaeb22f4d4e94
5601dce545cedb3395ed05d1,53f35b6ddabfae4b3497096f
53f7d2d6dabfae8faa4b8feb,5448692cdabfae87b7e1ca7b
53f430e6dabfaeb2ac0166ea,53f45432dabfaec22bafd95c
54090b31dabfae450f45b82b,5448546ddabfae87b7e0c314
53f4d007dabfaeedd177d460,5601f3d445cedb3395ee3cb3
53f43ae2dabfaee1c0ac8e88,53f46b8fdabfaedd74e7e8e8
53f4364edabfaeb22f47156e,53f7ee1ddabfae9467dc0c45
53f455a8dabfaeb22f4fe212,5433e64bdabfaebba582ca76
53f43246dabfaee0d9b3b2ee,53f4326ddabfaedf43556a8a
53f42d33dabfaec22ba1533e,5434df2adabfaebba587591b
53f44ab6dabfaec22bad99f4,53f4487fdabfaee1c0af5277
5601776745cedb3395e5c595,53f4367bdabfaee43ec309ab
54056516dabfae8faa5ccbb2,54409cc6dabfae7d84b8e277
5601c52c45cedb3395ebcd3f,53f46dc7dabfaee43ed13ed8
53f4cb57dabfaee57a780f6e,53f42b31dabfaedce54a1ed4
53f56779dabfae6465f8045b,54590bf7dabfaeb0fe2c9026
53f45634dabfaee43ecbc290,53f44a6adabfaeb2ac0a9d44
53f43a10dabfaedd74dc25b3,53f46fafdabfaee02adb96ec
53f4989ddabfaedce562363b,563133cd45cedb3399cfea2a
54303649dabfaeca69bd73aa,53f42cfadabfaee1c0a2da5d
53f43707dabfaeb1a7bf978f,53f431eddabfaedf4355014e
53f466eadabfaeecd6a0f051,53f55a5bdabfae4916f804ae
53f43968dabfaeee229c789c,53f39e26dabfae4b34aa8249
53f4c8cadabfaee57a77e00e,5444c46ddabfae890d556495
53f46386dabfaedf4363aa1c,53f431f3dabfaee4dc7536bf
53f47a0bdabfaee43ed413e1,53f4787ddabfaee4dc895531
53f4378cdabfaeecd69694a4,5601d1a245cedb3395ec8401
53f7da3ddabfae938c6e347c,53f43363dabfaedce55102c4
5434f690dabfaebba5886bce,53f43910dabfaedce5548a94
53f44b7cdabfaedf435e1249,53f42d7cdabfaedf4351814e
53f45a02dabfaeb22f50ed37,5435437cdabfaebba58bceba
53f394dbdabfae4b34a6ba3b,53f43066dabfaee0d9b23093
53f32c81dabfae9a8449567a,53f4273edabfaeb2acfac7d9
53f3a3e9dabfae4b34acc39c,548529e9dabfae8a11fb26ac
53f42cb1dabfaeb1a7b80e38,53f447efdabfaee02ad1f1be
53f42b86dabfaec09f0f75af,53f447f9dabfaee43ec84061
53f43f08dabfaee02ad05635,53f4342fdabfaedce5519ad9
5434f968dabfaebba5888301,54301a86dabfaeca69bc7d75
548c9abbdabfae9b4013531b,540895eedabfae450f42b0ec
5434fbd6dabfaebba58894d4,53f42e0adabfaec22ba20509
53f436a9dabfaeb2ac0553cf,53f42ea1dabfaedf43526c7e
54068ac5dabfae8faa60e015,53f35a1cdabfae4b3496be15
53f382a5dabfae4b349ff096,53f4cb3ddabfaeeb13f80b78
5601c1d345cedb3395eb48e9,53f32ca3dabfae9a844961b1
53f45733dabfaeecd69ee143,53f46496dabfaedd74e62a20
53f42f40dabfaee43ebdd1a9,53f4d5cedabfaef461f80866
5408386bdabfae450f400927,54055322dabfae92b41c4217
53f42a30dabfaeb1a7b65dee,5448b21adabfae87b7e65532
53f42cf9dabfaee2a1c75dba,53f42ddbdabfaec22ba1dfff
54332751dabfaeb542178c6e,53f43297dabfaee0d9b3efa9
53f433dedabfaedf4356699b,548a62d3dabfae8a11fb49e2
53f43451dabfaee1c0a89bd0,53f49f77dabfaec18d77b595
53f4cc51dabfaeebd5f80d0f,53f43605dabfaee2a1ce34f3
53f44f10dabfaec09f1ea542,53f42cf1dabfaeb1a7b84cc5
53f44b23dabfaec22badb4a7,53f374d1dabfae4b349cd3db
53f47195dabfaee43ed22307,5601e8ad45cedb3395edbc59
54312f66dabfae8f29135706,53f43d19dabfaedce556507b
548663b5dabfae8a11fb31fb,53f4357bdabfaee43ec27e34
53f42f75dabfaeb1a7ba5a0d,53f47026dabfaeecd6a32231
53f43f62dabfaec22bab60a9,53f4b7e3dabfaedce564d99b
53f433b4dabfaee43ec14767,54484e28dabfae87b7e04565
5433844cdabfaebba5814893,53f44744dabfaee43ec81311
53f43fcadabfaee02ad06b10,53f42d22dabfaeb1a7b877cc
53f431ebdabfaedd74d708bb,53f42bf3dabfaec09f0feb97
53f4713cdabfaedd74e944b8,53f425badabfaeb22f3c1602
5485efaadabfae8a11fb2d81,53f43778dabfaee02acd3afd
53f43011dabfaec22ba39da0,53f466f7dabfaedf4364828d
53f4438edabfaeee229ece43,53f46b4adabfaedd74e7d8b6
544858bedabfae87b7e0f496,53f3b119dabfae4b34b1c847
540949bddabfae8faa67d34d,53f325e8dabfae9a84471170
53f43006dabfaee43ebe6d94,53f31d8adabfae9a84442cd5
53f49ddddabfaedce562a3d3,53f43526dabfaeee229a00f1
53f4ca22dabfaeea6af80485,53f42c0adabfaee0d9ae8959
53f45368dabfaeb2ac0cbf35,53f432dbdabfaeb1a7bd04b3
53f45313dabfaeee22a27e12,5486acfddabfae9b40133f94
53f4329cdabfaeecd69389db,53f45ce1dabfaedf43622bf5
54053677dabfae92b41b4de1,53f7ff90dabfae7f97a3ab45
53f43203dabfaee0d9b37be6,53f43af4dabfaedf435ab688
53f43b11dabfaee0d9b91edc,53f436c6dabfaee1c0aa0d33
5601a6bb45cedb3395e86c7c,53f43a65dabfaec22baa75e1
53f42e90dabfaee4dc728b72,53f439f1dabfaefedbae943d
53f48469dabfaec09f2a6f01,53f79300dabfae8faa49adbb
53f470e7dabfaee43ed1f948,53f459ebdabfaedd74e3b916
5601b76c45cedb3395e9f79c,54895fe5dabfae8a11fb44f6
542a9e9bdabfae61d49971ae,53f43a79dabfaee1c0ac43ce
53f46ea6dabfaee0d9c4ed0a,53f475c6dabfaeecd6a47fae
53f43b63dabfaee2a1d178de,5406d95cdabfae8faa6267c9
53f44456dabfaeee229efe15,53f42de4dabfaeb22f40ed19
5447f2a1dabfae87b7db4cb4,53f44f76dabfaee4dc7f5893
53f32389dabfae9a8446408a,5408c178dabfae44f08835aa
53f4cebddabfaeedd677c285,53f35efbdabfae4b3497db50
5601b41345cedb3395e99052,53f44feadabfaeb22f4e7066
53f42b7ddabfaeb22f3ea839,53f476badabfaee0d9c6ebf0
53f3a315dabfae4b34ac6a6a,5440b56edabfae805a6e8d23
544845bcdabfae87b7dfb1aa,5434c9d0dabfaebba5865fa4
53f4a439dabfaedce5632708,53f55a57dabfae4916f8049e
53f44f62dabfaeb22f4e4d6e,53f4388edabfaee0d9b78d6c
53f439fadabfaeecd697fde1,53f42d5cdabfaeb2acfe9ff2
544552dfdabfae862da16467,5601e61845cedb3395ed7ded
53f4cb1adabfaeeb11f80738,53f471f1dabfaeee22a7e667
53f46551dabfaee43ecf270a,53f4b8b2dabfaedce564e6ec
54055c32dabfae450f3a833d,53f488b5dabfaea3a723e72d
53f433b2dabfaeee2298fb2c,53f4d2e1dabfaeedd4780cdb
53f433dadabfaedf43566711,53f43140dabfaee02ac91ea5
53f807d5dabfae90ec13a75d,53f4453bdabfaee4dc7cc67c
5601c28c45cedb3395eb707b,53f430bddabfaec22ba42ee2
53f438c5dabfaedce5545511,54341d31dabfaebba5842d7f
53f4ce12dabfaeed1ef81247,53f48323dabfaedf43690196
542a2691dabfae5848aa0476,53f42e69dabfaedd74d441ce
5601afcd45cedb3395e9324a,53f4375edabfaedce5537f3d
53f83f53dabfae9060b1e62d,53f431a8dabfaec22ba4ea5c
53f436fddabfaec09f182553,53f45d68dabfaee4dc82be3f
5601c27645cedb3395eb6b69,5440aaf9dabfae7d84b9f2a0
53f433f1dabfaeb2ac03ae16,53f43955dabfaeecd697aa6f
53f42c22dabfaee0d9ae9fb7,54328915dabfaeb4c6a8aa11
53f43a5cdabfaedf435a49bc,53f43467dabfaedf4356cb5a
53f4719adabfaee4dc87a7da,53f4464ddabfaee1c0aec3e5
53f4646fdabfaeecd6a058a7,53f42ee2dabfaee0d9b10427
53f4d3e8dabfaef202f8165b,53f435c7dabfaee1c0a98b73
53f45ec2dabfaee4dc8308fd,53f47397dabfaee43ed2a302
53f43a45dabfaefedbaed0be,53f454bddabfaee02ad52a29
53f44ee7dabfaee0d9bd5c19,53f433f8dabfaeecd6947797
53f43fa0dabfaec09f1b7ac0,53f42891dabfaeb2acfb320f
53fd9600dabfae8faa5ad050,540589a9dabfae44f0814436
53f45769dabfaeecd69eedb8,53fa06fbdabfae9467e16176
53f4501bdabfaee1c0b13c70,53f42c4cdabfaeb22f3f7d22
53f449c5dabfaee1c0afaaa9,53f42b5cdabfaec09f0f455d
53f37527dabfae4b349ce417,53f43debdabfaee02ad02c1e
53f43a45dabfaefedbaed0be,53f47caedabfaec09f293bb3
53f4569adabfaeecd69ebe1b,54484c51dabfae87b7e020cf
53f4317edabfaeb22f43c1ae,53f46425dabfaee02ad8b58d
53f43a8adabfaedf435a6ab4,54059a35dabfae91d3ff73b0
542ab47cdabfae646d5811a0,53f3638bdabfae4b34990a51
53f448b4dabfaeecd69b6078,53f461ecdabfaee43ece4ee2
548591c9dabfaed7b5fa23d4,53f42b5cdabfaec09f0f455d
53f46c1fdabfaedd74e80d7e,53f43594dabfaec22ba7a52e
53f472efdabfaee4dc87fd52,53f42dfddabfaeb22f41022d
53f320cbdabfae9a84454c9b,53f433aadabfaeb1a7bd9180
540838efdabfae92b4231f1e,53f3adb0dabfae4b34b07b1e
53f460cfdabfaee2a1d98ec8,53f42f36dabfaee0d9b14384
53f39158dabfae4b34a56df2,53f42846dabfaeb2acfb1976
53f43729dabfaee0d9b6ba28,54481093dabfae87b7dd014b
53f46d5edabfaee43ed1257f,53f44ccedabfaeee22a10914
54338ea1dabfaebba58186d2,53f5af83dabfae31c1f80461
548a2b74dabfaed7b5fa3f92,5486ac82dabfae8a11fb3435
53f43362dabfaedce5510174,53f42d7fdabfaeb22f409a00
53f476a8dabfaee02add541f,548a195edabfae8a11fb4898
53f43c6adabfaee43ec64dc4,53f43a26dabfaeee229cdc4b
53f43767dabfaee02acd30b6,53f436afdabfaee43ec327b2
53f32527dabfae9a8446cde8,53f48620dabfaec09f2aa105
5440e37adabfae805a70438e,53f7867edabfae92b40c2ddc
53f7c4cbdabfae938c6d9cfc,53f32271dabfae9a8445df6e
53f38cf2dabfae4b34a3c622,548623d9dabfaed7b5fa2739
53f4342bdabfaee1c0a882ec,53f43140dabfaeb22f4394f5
53f43788dabfaee4dc78cf1c,53f44873dabfaee02ad21336
54094adadabfae450f47417a,54897a3adabfaed7b5fa3c63
53f42caadabfaeb22f3fda83,53f44dc3dabfaedd74e0bf52
53f3a2e0dabfae4b34ac566e,53f45a15dabfaedf43619695
5487d236dabfae8a11fb3de1,54870045dabfaed7b5fa2d74
53f45269dabfaee4dc802000,53f38f89dabfae4b34a4c872
542a477fdabfae61d4962e0f,53f45763dabfaee2a1d77f13
53f4a9a2dabfaedce5639cfe,53f43eb1dabfaee0d9b9e828
53f44ebedabfaedd74e0fb84,53f429dcdabfaec22b9e6355
5448c9e9dabfae87b7e7a9a6,53f64d94dabfaea03c3e2f8f
53f43259dabfaee0d9b3c1b0,53f44afddabfaee2a1d474a7
53f353d6dabfae4b349540b4,53f44afddabfaee02ad2b9b8
53f4364bdabfaedf4357f3f8,53f44b2fdabfaee02ad2c692
54057deedabfae8faa5d850e,562d0cf245cedb3398d3bf1c
53f632a5dabfae3d6c9bf14e,53f42d7fdabfaee0d9afe440
53f4358ddabfaedd74d99949,562e90c445cedb33992b0064
53f42efadabfaeb2acffe788,53f478e7dabfaec09f2874b1
53f42c28dabfaec09f1022cd,540849afdabfae44f08788e9
53f46ddedabfaee4dc86bf50,53f399d4dabfae4b34a8b594
5448d2a0dabfae87b7e801fc,5601b5f745cedb3395e9b026
53f4586cdabfaeecd69f2c99,53f42c00dabfaec22ba02995
53f436dadabfaee4dc786ae3,53f43aaedabfaee4dc7ab8cc
53f4381cdabfaeb2ac062f52,53f42b63dabfaedd74d1790c
5601c0e745cedb3395eb1c10,540933c7dabfae450f46a59d
53f435ebdabfaedce552ae1a,53f42b65dabfaeb2acfcab26
53f42d0ddabfaeb22f40379e,54450e36dabfae862da0256a
5405f56edabfae450f3e62e2,53f42e11dabfaeb2acff31a0
53f4d1ccdabfaeedd877f710,53f42eb9dabfaee43ebd5f2b
53f47b8bdabfaeb22f56e1bd,54097726dabfae450f489491
548765d7dabfae8a11fb3909,53f43499dabfaedd74d8fb43
53f4335adabfaee4dc763f07,54351dc8dabfaebba58a2d5d
53f434e8dabfaeecd6951f4f,5484f325dabfaed7b5fa1da3
5447f9f5dabfae87b7db957d,542a6243dabfae646d559b9f
53f37a54dabfae4b349e02f8,53f42b87dabfaeb22f3eb292
5408cd0fdabfae8faa65b42d,53f46ff0dabfaee4dc873f4a
53f42e00dabfaee2a1c84611,53f39258dabfae4b34a5cbf6
54089cdedabfae450f42e6f4,53f42d1cdabfaec22ba13bcd
53f394d8dabfae4b34a6b934,540567eddabfae91d3fdf791
5440babfdabfae805a6ebdae,53f43417dabfaee4dc76c864
53f4511ddabfaee2a1d5f44e,53f47124dabfaee43ed2084d
53f4857bdabfaee2a1e03938,53f3b2d0dabfae4b34b26371
53f44fbcdabfaeb22f4e65a8,53f46028dabfaedd74e50f62
53f447b3dabfaeee229fcb3f,53f436d6dabfaee43ec33db6
53f39851dabfae4b34a815ff,53f4d586dabfaeedd87837e0
53f4ceabdabfaeedd377c186,53f44c8cdabfaefedbb2c01a
5601760445cedb3395e5a872,53f474fcdabfaec09f278b5d
53f48d98dabfaee2a1e04145,53f48d67dabfaea88d77b602
540581ebdabfae91d3feb10a,5601acf645cedb3395e90397
54058525dabfae8faa5dc4a3,53f4cd3cdabfaeed23f805ec
54055212dabfae91d3fd410d,53f45daddabfaee0d9c0e44c
53f4d24adabfaeedcf780064,53f45c72dabfaeb22f51735d
53f42ba3dabfaedce54a9f10,53f7ba9cdabfae9060ae1f26
53f43402dabfaec09f165fb0,53f43a11dabfaee4dc7a48ab
53f438e4dabfaee43ec47e4f,543338d9dabfaeb4c6aae0db
53f43439dabfaee43ec1aa5a,53f43403dabfaedd74d8904e
53f43d49dabfaee4dc7b9229,53f43619dabfaeb1a7bf1782
53f42dc0dabfaeb1a7b8feb4,53f4d3a7dabfaef202f8114d
53f42bd2dabfaedf434fe9a9,53f4627ddabfaedd74e59ff9
53f434cadabfaee0d9b56b6f,53f3a539dabfae4b34ad469f
53f43191dabfaedce54fad5d,53f46751dabfaefedbb8c4bd
53f433eedabfaeecd6947044,53f42f0bdabfaedf4352c128
53f46a32dabfaee4dc85d774,53f4a4b9dabfaedce5633343
53f43ab9dabfaee1c0ac72e7,542a8a7cdabfae2b4e114f46
53f45182dabfaeb22f4eda51,5601b20745cedb3395e95a81
53f44a00dabfaee1c0afba9d,53f46926dabfaee43ed01b36
53f42fe4dabfaedd74d56498,53f38626dabfae4b34a14044
53f43471dabfaec09f16ad5c,53f42ec8dabfaeb1a7b9d5e9
5602014a45cedb3395eee16d,53f43cd2dabfaee2a1d1c09a
53f44c89dabfaeecd69c5681,5408a6b3dabfae450f432ed7
53f7cb65dabfae90ec11db4d,53f457b3dabfaee2a1d7916c
53f36146dabfae4b3498735c,53f642cbdabfae1965cf0cc0
5448379adabfae87b7dea51a,53f42c12dabfaedce54b1479
53f457badabfaee43ecc1b4d,53f42cffdabfaedce54bf90a
54486f3adabfae87b7e230ed,53f46c66dabfaeecd6a242ce
5447fd4fdabfae87b7dbcafb,53f4c686dabfaee57877ba75
53f47a05dabfaedce5617cb2,53f35e65dabfae4b3497b6dc
5448366cdabfae87b7de8d8b,53f4337ddabfaee2a1cc8f27
544516dbdabfae862da05535,53f42a42dabfaeb2acfbad7b
54405846dabfae7f0c7fb6e2,53f442d6dabfaee1c0adfd35
5601790145cedb3395e5e069,53f45ea4dabfaefedbb6ca1a
53f444d6dabfaedd74de7f6d,54408778dabfae805a6cc39d
53f438bfdabfaee43ec462b2,53f431f8dabfaee43ec00426
5630a50345cedb3399afa26d,53f4c6ecdabfaee57c77b85b
53f46701dabfaeecd6a0f5f2,53f43c15dabfaee1c0ad21c8
53fa0797dabfae7f97b01007,5608c30245cedb3396d64450
5405c9dedabfae91d300cc96,5601ab8f45cedb3395e8dd93
53f454d5dabfaee0d9bedd49,560178b445cedb3395e5da9a
53f467e7dabfaedf4364c253,53f466d5dabfaedd74e6b79c
53f4cb2fdabfaee577780d57,54864d3edabfae9b40133cfb
548788bfdabfae8a11fb3b58,53f4376cdabfaec09f1864f3
53f4376fdabfaedd74da9d7f,53f4484adabfaeee229ff1c4
