chairid,conferenceid
53f43809dabfaee0d9b740ca,6e78c412-5a27-47b5-a836-da530d209353
53f369f6dabfae4b349a8317,8dec0be4-e479-4b5d-8aae-06693e0938ee
53f4348cdabfaeee2299976e,4dd54e92-3340-43d6-ad7c-b4f5c5d6d72b
53f4362edabfaedce552d929,155d59d3-7302-44f3-9909-fccf48162004
53f4423bdabfaeecd699f0c9,5a1c831b-bb82-40fa-8705-1663183922f4
53f44c85dabfaeb22f4d9180,be6f8c17-54e7-4391-b714-501c1b5a9716
548f1c1adabfaef989f09796,bc034acf-e020-400e-894b-1260b7bbea4b
5485f1acdabfaed7b5fa267b,64441c3c-ad68-4218-8c56-bd6e33402f4f
53f436dddabfaeb1a7bf7fda,7aa07df8-7524-4504-ad6c-5bc9d4e69dc1
53f464b9dabfaec09f2390a0,9aedae7b-8fea-45d8-a3dd-2593e6475f2e
53f809a9dabfae9467dc9a68,7468d85f-7495-496a-b8b8-3aef95c5a3d6
53fa04b4dabfae9467e1599b,b606c3ce-a29c-4146-8f4a-463195a3c9e0
53f42bc7dabfaeb22f3ef918,7390818d-ecde-4e2c-80ed-0040435dbe43
53f45c40dabfaec09f21a9c0,bfbbad21-89e0-4599-aaab-1dd368f5ae81
53f4699edabfaee4dc85b039,2733218f-ea49-442d-bee7-9973b8d57513
53f439f6dabfaedce554fdfc,4ce504b7-89cf-4ebd-9b97-b8add9d7c2ea
53f44ca2dabfaeb22f4d9963,55ecc3f4-0cf7-47f7-bcd9-086771ea3e79
5601777045cedb3395e5c6c6,efd0bd6e-8e78-431a-8493-5a5536013f9a
53f45352dabfaedf435ffc1f,33253001-93d0-4d41-a10d-e2f0c45619d2
53f461c1dabfaee43ece44bc,d6e1edf2-5e42-49ca-957d-c340df0e7c39
53f434c8dabfaee1c0a8ee87,9391e9db-c1a4-49bc-b901-1b19e8a98b56
5601b91b45cedb3395ea4209,700be345-dce4-4805-921a-a2a9f2cea588
5487bb6adabfae8a11fb3ce0,a278ceb5-5500-4a0e-9c70-5e6b127b09ef
53f45dc5dabfaec09f21f996,dcb3d306-433f-4c90-964b-2c6d61d28e12
53f4c781dabfaee57777ccad,486b8377-c576-4ff5-92e8-6de20ee23754
53f42cc2dabfaedce54bc018,30cfb57f-f0e2-44d0-badc-dc915542a1f4
540881efdabfae92b424622a,7c2b271a-ace1-460b-92a4-90b92a0863e8
53f43ab1dabfaee0d9b8d9cc,69ab11c2-42f9-4033-a5f7-3f4bc0e9b65e
53f3a496dabfae4b34ad068c,c5837513-e267-461c-9080-d4d274c56335
53f450aedabfaedce559d97e,adca96c8-5bf7-42be-86f3-60ac63ef2c16
53f46f5ddabfaeecd6a2f5f5,1ce7fed8-c00b-4f18-8808-95fc36c1ec0a
53f4707edabfaedd74e91656,1ccb805a-d512-40a3-af3a-dad01899389b
5405aea8dabfae450f3c5905,9a9a5d20-c798-4bd7-a012-b20d4d07b606
53f46201dabfaeee22a4370c,6b3279ed-b8f5-4ea8-a25d-d5ea0df0495f
53f44c61dabfaeecd69c4d1c,8ffdaa5d-8e1f-416b-8643-4f1622565ba4
548fd6b7dabfaef989f09bb0,9036ff7e-e258-4dd2-9064-5da767cbc2a3
53f4280fdabfaec09f0db76d,508917a5-0bc5-4f67-a8eb-590eed57c373
53f44739dabfaee2a1d377f9,a9260f5b-9cc7-4c74-b2aa-e268fb1ed677
53f44e37dabfaeb22f4dfe0e,e9643c57-d469-427d-b3ba-a43d57055a05
53f42bcadabfaedd74d1e767,288f89f1-1e49-4fa0-8d57-ce1fa0136e51
53f38e20dabfae4b34a43902,4fe36340-4e2c-4766-a3eb-f14ca61e826f
53f430d0dabfaee4dc744be7,80cce0e3-0d9d-4a3c-a0fe-cec74359bce6
53f472ebdabfaee4dc87fc72,1f96a3ee-3e65-401c-add2-2e13f1ddf650
53f466b4dabfaedf43647159,059454a0-c0f1-4815-a4db-07a74df90e9d
53f47aa2dabfaec09f28c5ab,d0a1920d-bbae-4e93-a73a-6743be4b1316
53f4a4f3dabfaedce5633839,7d75dcfb-8b31-4194-b179-34d29e75b870
53f43a6edabfaee02acf130c,40bf0cb9-3bb8-4b8d-a875-cfb1fbf3417a
53f475e6dabfaee43ed33757,e5f2cd1d-03f5-4822-8c5f-340a23cc3f91
53f42fa5dabfaee1c0a508ac,515d8ce2-d51e-4adf-8aec-e6e577e4803d
53f4c962dabfaee57d77e326,554b664a-d63c-4a18-8367-87b975c0aced
53f446c4dabfaedf435cdbf7,d4fdf489-3982-4117-b5be-df218d4225fa
53f4cc00dabfaeebdaf80762,c6ba274d-02c6-49f1-aa0a-46f1e8669dbb
53f472cfdabfaeee22a81996,4ce98431-749a-4396-adc3-4835072c8f6f
53f43717dabfaeee229b110d,5faa26ba-980d-4c02-95b4-4fc288dcd071
54483bf9dabfae87b7def8be,b5cceb49-7739-451e-b877-ce79d1b62d3b
53f4323ddabfaedf435540aa,dc12b723-2423-4084-b549-4b75657a2701
53f398b0dabfae4b34a84169,500009f9-2371-482e-9e79-1a4d6e9de712
54055740dabfae44f0803fbb,e2a45f03-283d-449b-a0d6-82f34e2dc150
53f42e42dabfaee02ac6c6e7,ae644c7b-7774-421c-a92c-26b6bacbf835
53f4952ddabfaeb4bf77b571,30aafbfc-a309-4bbb-84c1-be67bab8ec4d
53f428bedabfaeb22f3d16b4,6a89c8ad-bc9b-4e72-a5a7-a3838a523fb0
53f7a562dabfae92b40d1cbe,f25b6184-c379-4e1c-9900-f563f78da2e1
5448e38edabfae87b7e8d429,eb871142-70ad-4457-bebb-bcda2224fb8f
53f44426dabfaedf435c3ca3,7d5f2bd7-2ac3-4067-84cc-f2d7f21317aa
5601b71845cedb3395e9e2b1,522299de-c9f3-47a0-881c-bde0e0c45660
53f4575bdabfaee02ad5cb37,177450cd-a78d-49ba-9d69-d09f4c0c5078
548588efdabfae9b40133784,155a28b6-13ff-4057-aa73-b8fe61bb69ee
53f4618bdabfaeee22a41bfa,39ba97b6-6a67-446d-8748-342bdd770841
542a5e8fdabfae61d4972999,b1ffabaa-982c-4cf5-9ccc-9c67dcbc3894
53f430b3dabfaee02ac8ab0d,95953770-b706-46cb-9266-fd2a05336cbe
53f4d32fdabfaef204f809c4,3fcd6bcd-aae1-4267-af60-415d2575a482
53f45a7adabfaee02ad683c0,3f57ef2b-1533-4b80-9a03-dcccbabed0a7
53f456aadabfaeecd69ec193,27cb0c10-52d9-4d8c-834d-baf668a4ccf7
53f492b9dabfaeb15777b699,e1716789-d7a1-4726-b024-26a05a0b48ee
53f448a7dabfaeee22a00a5b,4ae5c7e2-c569-41ad-9e60-1ef98bae37cd
54055043dabfae450f3a41db,c4f6f812-2e9f-4b25-b745-cac821d2aec6
5601a90e45cedb3395e88303,ad8d3cc0-35c1-4f2c-bfde-32c216960f35
53f431f4dabfaedd74d70ecc,6ab2b863-02c5-47d4-aabe-232648a62747
53f4356edabfaeb2ac04ad7e,73678284-5a41-4928-9920-3c1057259f0a
53f43671dabfaeb2ac0533ba,ac79dd76-dfdd-4aeb-bc30-8490455ba030
53f43562dabfaeb1a7beb3e6,bb73be68-7d85-4c79-a27e-0810c186b7a5
53f43abddabfaedd74dca354,68f7b5a9-c458-412f-80d8-240d3b369f08
53f43ef2dabfaee2a1d20927,558a17c7-9a3a-4ed4-92dc-1da33e69ad8a
53f42ba2dabfaeb2acfcec1e,7f493828-6703-4be5-af69-dec33ca9fa34
53f43269dabfaedce55055e7,7aff5e6f-145d-495f-b462-56a23ffe60de
53f49936dabfaedce5623d53,1507c897-52e3-43f8-8196-fc4b920410ad
53f42b73dabfaedd74d18c22,d0eb88c6-4a7b-4a8c-bea7-21ff8ef9a4e2
560186aa45cedb3395e67efc,b59f31f9-86f2-4150-ac2b-9b4cfbbe68e9
53f3264adabfae9a84473213,52ae1b20-048e-4ed6-b447-57186d7d73e6
5440efd6dabfae805a70b08e,958e0609-7c83-44bc-b38e-b64c9ec5f8fe
54410e1bdabfae805a723907,848c5ef1-5173-4f39-89cc-ec9bad9e6467
53f3940bdabfae4b34a66b9f,c08c8beb-a4d0-4480-b995-84140d84445b
53f36f98dabfae4b349bc5bd,b5f6ea5a-608a-41ae-ba65-bff41dac9c03
560186e045cedb3395e68a8a,ab536ebb-3cc9-4390-915c-7474d9f9523b
53f387f7dabfae4b34a1e9a8,4786df93-f008-45d9-a8d5-6503ef1f1bfd
53f42c67dabfaedce54b69da,1fb4f27a-0680-470e-811b-75b70114a58f
53f42cc7dabfaee02ac58378,7d982632-a9df-4641-9fc7-ad81132fa764
54343f7ddabfaebba5853796,112794a5-aaf7-4283-9557-ed16e544b15e
5601769145cedb3395e5b470,c40acffb-69fb-47f5-962e-be29fd50b00d
53f4522cdabfaefedbb41332,d729a036-f859-47a0-824e-3b39275066fd
53f43b1fdabfaefedbaf645b,1abfa480-f467-4b0a-b834-66495ddc3649
53f439d5dabfaec09f19c95b,8b0e0a6a-0467-4604-b415-069f2c11198a
53f43619dabfaeee229a8dad,e07b9073-7ce7-4a24-896c-d25248461714
53f4a0e8dabfaedce562e220,eccd849a-4fcd-45b7-bd16-4cf3831791fa
53f32a26dabfae9a8448896e,38297f16-d4b7-4901-9101-a39cd5eeafd4
53f42fa8dabfaec09f131363,e15b9629-2a1a-419a-a845-68e9a4236543
53f436ffdabfaee0d9b6a35b,a911c7ae-c15e-42ac-8f43-bc43b7b2763a
53f4d278dabfaef0eff81219,c6baeb24-81fb-4538-8229-718eff6695fd
53f467ebdabfaee43ecfc8ec,ed667b93-c75d-4e70-b0d5-22dc6c77c882
5440bde6dabfae805a6ef82f,fb00f7fe-c609-4f12-b9c2-3d0631610c9b
53f46436dabfaec09f236f8c,784e3917-08d4-4c24-9b86-99d56ac7c366
53f44c5cdabfaedf435e49a0,bdd68e6e-5019-43c4-92d4-835c67af2823
53f428aedabfaeb22f3d11f5,b7cf60b1-d556-4cfc-b339-0a6a5dae3888
53f48d45dabfaea7cd1d1e54,cea8b221-0125-4536-b7f1-301e4fdca519
53f4d47bdabfaef350f80678,a4dc446a-78f2-4632-a602-56bc2a462643
5601769245cedb3395e5b485,1e2bf87e-e6e0-4a5a-905b-4039abc02456
5601f63145cedb3395ee7bb4,af7b891b-83d4-4416-a365-5d6cce74c3d1
53f4355ddabfaee0d9b5c6fa,199c790f-becc-4994-ba25-55eb363752e8
53f42b65dabfaeb22f3e8c23,da570a6e-8662-4629-9038-01b04d367ad7
53f43862dabfaeb22f483e50,991ceb24-3891-412a-82d1-b2007d83b06f
53f43b5ddabfaee02acfbaf9,45e20450-bf12-4f9c-86e2-b346a9453c24
53f31d63dabfae9a84441efa,74593f20-ba36-43ce-a979-153e7b1eb266
53f456f2dabfaeecd69ed227,6307004b-8cfd-430a-9d5c-6f7fb54d7ea6
53f436dcdabfaec09f1812ec,4812c2cf-c2ba-4a47-bef2-e2b87dadad71
53f42bd0dabfaec09f0fc626,8ecf0d45-e5f5-41f0-8755-eefd14acee19
54334761dabfaeb4c6ab46b6,af6fc1ab-2085-4b7c-b953-656e945c3322
53f43232dabfaeb1a7bc893d,67ccf69b-6ab6-4803-a2a1-b66bd170f23e
53f44d4cdabfaee1c0b08736,daac608f-88ca-4193-9af9-9903fafd0f0a
53f46903dabfaee02ad9f454,4a69c91e-4012-4ca8-bcea-84fee28ffb6c
53f43b4ddabfaeee229dad23,6b158748-2e47-48aa-9b37-ddf556d1ddf0
53f39c51dabfae4b34a9c047,6c107f2b-9025-4fb4-b8e1-6d6de7c153b3
53f46df3dabfaedd74e87ef1,744dc5d1-105d-4686-9bd4-442a059d6259
53f377f9dabfae4b349d7eea,fcb0b003-c392-4261-a5c6-79af77434e24
53f43026dabfaee1c0a56d5f,314a7cb5-82ca-4eed-a153-6fd2dccfdb77
53f46057dabfaedce55d268a,d43e6b69-33aa-41b5-9c40-c0d2775602db
53f37360dabfae4b349c8f3a,0f53b8aa-aeee-450a-a0fe-4b0d17fb0946
53f43452dabfaee0d9b51914,4980f12e-4a55-42a6-a5d1-4af8aff470e6
563014cf45cedb3399908645,81ab21ae-9836-4dbc-b20c-b13ea7482dda
53f445b8dabfaee4dc7ce50a,638371f4-fad6-4ea5-8286-726adf9796a6
53f371f5dabfae4b349c4101,290b7352-66e8-4294-aba2-f16e8ce7b6be
53f45d32dabfaee0d9c0c9c7,05edec24-68c8-4878-a7be-9be4d6bfcf0d
53f4d52ddabfaeedd4783365,c22d8ccd-da43-42ca-b348-716097f1536d
53f4d2d8dabfaef0f4f81a5f,3ba0f8f7-d29e-4396-b4f0-701b4dabae44
53f37f0cdabfae4b349f0680,dd569461-3a02-4780-8fcc-53abbf483659
53f43b29dabfaee0d9b92de3,6ad27180-fc83-48db-bf47-d39c98b6c338
56108c2145ce1e59622830fb,44ad80c8-cc27-46e5-9f97-6142e069b78d
53f43524dabfaee0d9b5a74c,f2c245ea-65f5-4f33-8bc3-d9c498e704d3
53f44641dabfaee02ad184c0,d0e050b2-9e7f-497f-adf1-3bda14e60192
53f43352dabfaedf43560143,99a31174-d6b7-453b-8c33-c9e91bd9f4f4
5429ffa7dabfae61d494d75c,656a3ee6-53e8-4196-a3be-20ef4e948391
53f47900dabfaee43ed3e1be,e748b320-724a-4e6d-836e-75690f8dd08a
53f42d01dabfaee1c0a2e0fa,adfd32e9-0da5-437a-9ad5-2037222ab677
53f32731dabfae9a844781c6,0165a8f7-1cfe-45fc-9ae2-b21b504f10b5
53f46c1fdabfaee43ed0d783,b5a1cfdc-29bb-4a16-8b57-0ce474e35650
53f7c7dadabfae92b40e2b26,4d32c89a-c033-4a07-a881-0082648d3b23
53f3694fdabfae4b349a5b8a,ca595b5c-f3ce-43cf-8aae-338505d59219
53f45018dabfaee43eca4024,d8f09678-e1d9-4e27-99d8-ba0cbd5c0d1d
53f43509dabfaeecd69535b6,f0f6accd-44d9-4ac7-9476-87c4b5697e76
53f4e0fcdabfaefaec77b46d,082fd45c-b8b0-46db-b7d0-72c6e06aedec
5601c36845cedb3395eb9032,249f80cb-bd0c-4592-ae95-6ff5efbc9a5e
53f46d33dabfaee02adaff21,8b0c2a50-3bc0-4125-9d31-ff3220d0480a
53f43299dabfaee4dc75bec6,63f5b43b-a3a6-496a-a029-42d2d81d0d5c
53f46898dabfaee1c0b707e6,b2355802-7b5f-4f84-b940-3a20d586377e
53f4c9b4dabfaee9c9f80729,7d983cb4-36a4-4407-a290-72c0fc5eeadf
53f45f1cdabfaee1c0b4d314,6dd928e2-7f47-468a-a7eb-62cb3badf1cd
5631676245ceb49c5e0e74ac,1c85b02e-fe26-4487-bee3-ada10266e049
54341898dabfaebba58403d1,09bacd28-5cef-4668-a2b1-515650c41f14
53f47647dabfaedf436845fe,aa806548-81d4-42e8-9fba-0709fc706cb2
53f47a5ddabfaec09f28b8d4,d5b73f98-1330-4f27-802a-b79afa3d27ec
53f42c65dabfaedf43507d33,ea6110f1-7562-471c-b66d-cbc858c4faa8
53f44aeddabfaee1c0aff5e4,ab1140d6-f232-41a6-9a35-05a73b204d56
53f43b3fdabfaec09f1ac61b,96a00799-8a62-4129-8d00-cb3d20556d8e
53f447dadabfaee4dc7d6d43,89262dfa-e291-4383-b665-757afbb211aa
5486d95edabfae9b40134070,bdc53e32-e83e-422b-ac3e-c7c6d76ab73f
53f39e98dabfae4b34aaaf0e,e918f7f9-d58d-419a-9730-db75a094060b
53f4729cdabfaeecd6a3b837,ef08ad75-7b76-44ba-bc5a-0ef764e893d5
53f467d3dabfaeecd6a128f9,da73f7fb-7693-4c85-83cc-c9e1339d6dbf
5406b5e7dabfae44f0852770,bcde0694-9e0a-45d1-a20d-020867a43ef6
53f47522dabfaeee22a8a6ac,2fab082a-2d82-450d-95e1-e14663b514c0
56017c7a45cedb3395e6289f,ca5fb460-0253-45da-8026-03da00bfeac6
53f43072dabfaee4dc73fef3,60d37f5f-e8d1-4368-9f96-6238b6549c1e
53f46667dabfaec09f23facc,8e776133-031e-4746-9a11-5fc8ea147c71
53f42a75dabfaec09f0e6015,3aa3f374-331a-4827-87cd-7445b5e00c19
5601a4cc45cedb3395e8520e,dca25077-62b4-4fcf-8c87-8ba18f0c1c56
